district,campus,order,articulated_avg,unarticulated_avg
Feather River Community College District,UCSB,2,1.0,4.0
Feather River Community College District,UCSB,3,1.0,4.0
Feather River Community College District,UCSB,4,1.0,4.0
Feather River Community College District,UCLA,1,2.0,5.0
Feather River Community College District,UCLA,2,0.0,5.0
Feather River Community College District,UCLA,3,0.0,5.0
Feather River Community College District,UCLA,4,0.0,5.0
Feather River Community College District,UCB,1,3.0,1.0
Feather River Community College District,UCB,2,0.88,1.0
Feather River Community College District,UCB,3,0.75,1.0
Feather River Community College District,UCB,4,0.62,1.0
Feather River Community College District,UCSC,1,2.0,3.0
Feather River Community College District,UCSC,2,0.0,2.88
Feather River Community College District,UCSC,3,0.0,2.75
Feather River Community College District,UCSC,4,0.0,2.62
Feather River Community College District,UCI,1,2.0,4.0
Feather River Community College District,UCI,2,0.0,4.0
Feather River Community College District,UCI,3,0.0,4.0
Feather River Community College District,UCI,4,0.0,4.0
Feather River Community College District,UCR,1,2.0,2.0
Feather River Community College District,UCR,2,0.0,2.0
Feather River Community College District,UCR,3,0.0,2.0
Feather River Community College District,UCR,4,0.0,2.0
Foothill-De Anza Community College District,UCD,1,7.0,0.0
Foothill-De Anza Community College District,UCD,2,2.75,0.0
Foothill-De Anza Community College District,UCD,3,1.75,0.0
Foothill-De Anza Community College District,UCD,4,1.16,0.0
Foothill-De Anza Community College District,UCM,1,8.0,0.0
Foothill-De Anza Community College District,UCM,2,3.12,0.0
Foothill-De Anza Community College District,UCM,3,1.75,0.0
Foothill-De Anza Community College District,UCM,4,0.98,0.0
Foothill-De Anza Community College District,UCSD,1,8.0,0.0
Foothill-De Anza Community College District,UCSD,2,3.25,0.0
Foothill-De Anza Community College District,UCSD,3,1.96,0.0
Foothill-De Anza Community College District,UCSD,4,1.29,0.0
Foothill-De Anza Community College District,UCSB,1,8.0,0.0
Foothill-De Anza Community College District,UCSB,2,3.38,0.0
Foothill-De Anza Community College District,UCSB,3,2.25,0.0
Foothill-De Anza Community College District,UCSB,4,1.71,0.0
Foothill-De Anza Community College District,UCLA,1,7.0,0.0
Foothill-De Anza Community College District,UCLA,2,2.38,0.0
Foothill-De Anza Community College District,UCLA,3,1.25,0.0
Foothill-De Anza Community College District,UCLA,4,0.71,0.0
Foothill-De Anza Community College District,UCB,1,6.0,0.0
Foothill-De Anza Community College District,UCB,2,1.88,0.0
Foothill-De Anza Community College District,UCB,3,0.93,0.0
Foothill-De Anza Community College District,UCB,4,0.43,0.0
Foothill-De Anza Community College District,UCSC,1,6.0,0.0
Foothill-De Anza Community College District,UCSC,2,2.25,0.0
Foothill-De Anza Community College District,UCSC,3,1.46,0.0
Foothill-De Anza Community College District,UCSC,4,0.98,0.0
Foothill-De Anza Community College District,UCI,1,4.0,1.0
Foothill-De Anza Community College District,UCI,2,2.0,0.88
Foothill-De Anza Community College District,UCI,3,2.0,0.75
Foothill-De Anza Community College District,UCI,4,2.0,0.62
Foothill-De Anza Community College District,UCR,1,5.0,0.0
Foothill-De Anza Community College District,UCR,2,1.5,0.0
Foothill-De Anza Community College District,UCR,3,1.04,0.0
Foothill-De Anza Community College District,UCR,4,0.84,0.0
Gavilan Community College District,UCD,1,7.0,1.0
Gavilan Community College District,UCD,2,4.0,1.0
Gavilan Community College District,UCD,3,3.21,1.0
Gavilan Community College District,UCD,4,2.61,1.0
Gavilan Community College District,UCM,1,7.0,0.0
Gavilan Community College District,UCM,2,3.0,0.0
Gavilan Community College District,UCM,3,1.64,0.0
Gavilan Community College District,UCM,4,0.79,0.0
Gavilan Community College District,UCSD,1,5.0,2.0
Gavilan Community College District,UCSD,2,1.75,2.0
Gavilan Community College District,UCSD,3,0.93,2.0
Gavilan Community College District,UCSD,4,0.43,2.0
Gavilan Community College District,UCSB,1,7.0,0.0
Gavilan Community College District,UCSB,2,3.0,0.0
Gavilan Community College District,UCSB,3,1.64,0.0
Gavilan Community College District,UCSB,4,0.79,0.0
Gavilan Community College District,UCLA,1,5.0,1.0
Gavilan Community College District,UCLA,2,1.75,1.0
Gavilan Community College District,UCLA,3,0.93,1.0
Gavilan Community College District,UCLA,4,0.43,1.0
Gavilan Community College District,UCB,1,5.0,0.0
Gavilan Community College District,UCB,2,1.75,0.0
Gavilan Community College District,UCB,3,0.93,0.0
Gavilan Community College District,UCB,4,0.43,0.0
Gavilan Community College District,UCSC,1,6.0,0.0
Gavilan Community College District,UCSC,2,3.0,0.0
Gavilan Community College District,UCSC,3,2.21,0.0
Gavilan Community College District,UCSC,4,1.61,0.0
Gavilan Community College District,UCI,1,2.0,4.0
Gavilan Community College District,UCI,2,0.0,4.0
Gavilan Community College District,UCI,3,0.0,4.0
Gavilan Community College District,UCI,4,0.0,4.0
Gavilan Community College District,UCR,1,4.0,0.0
Gavilan Community College District,UCR,2,1.25,0.0
Gavilan Community College District,UCR,3,0.71,0.0
Gavilan Community College District,UCR,4,0.36,0.0
Glendale Community College District,UCD,1,7.0,0.0
Glendale Community College District,UCD,2,3.12,0.0
Glendale Community College District,UCD,3,2.07,0.0
Glendale Community College District,UCD,4,1.41,0.0
Glendale Community College District,UCM,1,7.0,0.0
Glendale Community College District,UCM,2,2.5,0.0
Glendale Community College District,UCM,3,1.18,0.0
Glendale Community College District,UCM,4,0.5,0.0
Glendale Community College District,UCSD,1,7.0,0.0
Glendale Community College District,UCSD,2,2.62,0.0
Glendale Community College District,UCSD,3,1.36,0.0
Glendale Community College District,UCSD,4,0.68,0.0
Glendale Community College District,UCSB,1,7.0,0.0
Glendale Community College District,UCSB,2,2.62,0.0
Glendale Community College District,UCSB,3,1.36,0.0
Glendale Community College District,UCSB,4,0.68,0.0
Glendale Community College District,UCLA,1,6.0,0.0
Glendale Community College District,UCLA,2,2.0,0.0
Glendale Community College District,UCLA,3,0.96,0.0
Glendale Community College District,UCLA,4,0.43,0.0
Glendale Community College District,UCB,1,5.0,0.0
Glendale Community College District,UCB,2,1.75,0.0
Glendale Community College District,UCB,3,0.93,0.0
Glendale Community College District,UCB,4,0.43,0.0
Glendale Community College District,UCSC,1,4.0,1.0
Glendale Community College District,UCSC,2,1.38,1.0
Glendale Community College District,UCSC,3,0.96,1.0
Glendale Community College District,UCSC,4,0.7,1.0
Glendale Community College District,UCI,1,4.0,1.0
Glendale Community College District,UCI,2,1.0,0.62
Glendale Community College District,UCI,3,0.57,0.36
Glendale Community College District,UCI,4,0.36,0.18
Glendale Community College District,UCR,1,4.0,0.0
Glendale Community College District,UCR,2,1.0,0.0
Glendale Community College District,UCR,3,0.57,0.0
Glendale Community College District,UCR,4,0.36,0.0
Grossmont-Cuyamaca Community College District,UCD,1,7.0,1.0
Grossmont-Cuyamaca Community College District,UCD,2,3.0,1.0
Grossmont-Cuyamaca Community College District,UCD,3,1.82,1.0
Grossmont-Cuyamaca Community College District,UCD,4,1.14,1.0
Grossmont-Cuyamaca Community College District,UCM,1,7.0,0.0
Grossmont-Cuyamaca Community College District,UCM,2,2.5,0.0
Grossmont-Cuyamaca Community College District,UCM,3,1.11,0.0
Grossmont-Cuyamaca Community College District,UCM,4,0.41,0.0
Grossmont-Cuyamaca Community College District,UCSD,1,7.0,0.0
Grossmont-Cuyamaca Community College District,UCSD,2,2.88,0.0
Grossmont-Cuyamaca Community College District,UCSD,3,1.75,0.0
Grossmont-Cuyamaca Community College District,UCSD,4,1.23,0.0
Grossmont-Cuyamaca Community College District,UCSB,1,7.0,0.0
Grossmont-Cuyamaca Community College District,UCSB,2,2.75,0.0
Grossmont-Cuyamaca Community College District,UCSB,3,1.43,0.0
Grossmont-Cuyamaca Community College District,UCSB,4,0.7,0.0
Grossmont-Cuyamaca Community College District,UCLA,1,6.0,0.0
Grossmont-Cuyamaca Community College District,UCLA,2,2.62,0.0
Grossmont-Cuyamaca Community College District,UCLA,3,1.79,0.0
Grossmont-Cuyamaca Community College District,UCLA,4,1.32,0.0
Grossmont-Cuyamaca Community College District,UCB,1,5.0,0.0
Grossmont-Cuyamaca Community College District,UCB,2,1.62,0.0
Grossmont-Cuyamaca Community College District,UCB,3,0.79,0.0
Grossmont-Cuyamaca Community College District,UCB,4,0.32,0.0
Grossmont-Cuyamaca Community College District,UCSC,1,5.0,0.0
Grossmont-Cuyamaca Community College District,UCSC,2,1.88,0.0
Grossmont-Cuyamaca Community College District,UCSC,3,1.21,0.0
Grossmont-Cuyamaca Community College District,UCSC,4,0.82,0.0
Grossmont-Cuyamaca Community College District,UCI,1,4.0,1.0
Grossmont-Cuyamaca Community College District,UCI,2,2.0,1.0
Grossmont-Cuyamaca Community College District,UCI,3,2.0,1.0
Grossmont-Cuyamaca Community College District,UCI,4,2.0,1.0
Grossmont-Cuyamaca Community College District,UCR,1,4.0,0.0
Grossmont-Cuyamaca Community College District,UCR,2,1.0,0.0
Grossmont-Cuyamaca Community College District,UCR,3,0.5,0.0
Grossmont-Cuyamaca Community College District,UCR,4,0.27,0.0
Hartnell Community College District,UCD,1,5.0,3.0
Hartnell Community College District,UCD,2,1.5,3.0
Hartnell Community College District,UCD,3,0.68,3.0
Hartnell Community College District,UCD,4,0.27,3.0
Hartnell Community College District,UCM,1,7.0,0.0
Hartnell Community College District,UCM,2,2.75,0.0
Hartnell Community College District,UCM,3,1.43,0.0
Hartnell Community College District,UCM,4,0.7,0.0
Hartnell Community College District,UCSD,1,5.0,2.0
Hartnell Community College District,UCSD,2,1.75,2.0
Hartnell Community College District,UCSD,3,1.04,2.0
Hartnell Community College District,UCSD,4,0.7,2.0
Hartnell Community College District,UCSB,1,7.0,0.0
Hartnell Community College District,UCSB,2,3.0,0.0
Hartnell Community College District,UCSB,3,1.79,0.0
Hartnell Community College District,UCSB,4,1.07,0.0
Hartnell Community College District,UCLA,1,6.0,0.0
Hartnell Community College District,UCLA,2,2.12,0.0
Hartnell Community College District,UCLA,3,1.11,0.0
Hartnell Community College District,UCLA,4,0.61,0.0
Hartnell Community College District,UCB,1,5.0,0.0
Hartnell Community College District,UCB,2,1.62,0.0
Hartnell Community College District,UCB,3,0.79,0.0
Hartnell Community College District,UCB,4,0.32,0.0
Hartnell Community College District,UCSC,1,6.0,0.0
Hartnell Community College District,UCSC,2,3.12,0.0
Hartnell Community College District,UCSC,3,2.71,0.0
Hartnell Community College District,UCSC,4,2.57,0.0
Hartnell Community College District,UCI,1,2.0,4.0
Hartnell Community College District,UCI,2,0.0,4.0
Hartnell Community College District,UCI,3,0.0,4.0
Hartnell Community College District,UCI,4,0.0,4.0
Hartnell Community College District,UCR,1,3.0,1.0
Hartnell Community College District,UCR,2,0.38,1.0
Hartnell Community College District,UCR,3,0.11,1.0
Hartnell Community College District,UCR,4,0.02,1.0
Imperial Community College District,UCD,1,5.0,3.0
Imperial Community College District,UCD,2,2.12,2.88
Imperial Community College District,UCD,3,1.61,2.82
Imperial Community College District,UCD,4,1.34,2.79
Imperial Community College District,UCM,1,7.0,0.0
Imperial Community College District,UCM,2,3.12,0.0
Imperial Community College District,UCM,3,1.89,0.07
Imperial Community College District,UCM,4,1.12,0.16
Imperial Community College District,UCSD,1,7.0,0.0
Imperial Community College District,UCSD,2,3.5,0.0
Imperial Community College District,UCSD,3,2.57,0.0
Imperial Community College District,UCSD,4,2.04,0.0
Imperial Community College District,UCSB,1,5.0,2.0
Imperial Community College District,UCSB,2,1.75,2.0
Imperial Community College District,UCSB,3,0.93,2.0
Imperial Community College District,UCSB,4,0.43,2.0
Imperial Community College District,UCLA,1,5.0,1.0
Imperial Community College District,UCLA,2,1.62,1.0
Imperial Community College District,UCLA,3,0.79,1.0
Imperial Community College District,UCLA,4,0.32,1.0
Imperial Community College District,UCB,1,5.0,0.0
Imperial Community College District,UCB,2,1.62,0.0
Imperial Community College District,UCB,3,0.79,0.0
Imperial Community College District,UCB,4,0.32,0.0
Imperial Community College District,UCSC,1,3.0,2.0
Imperial Community College District,UCSC,2,0.75,1.88
Imperial Community College District,UCSC,3,0.57,1.82
Imperial Community College District,UCSC,4,0.45,1.82
Imperial Community College District,UCI,1,2.0,4.0
Imperial Community College District,UCI,2,0.0,3.75
Imperial Community College District,UCI,3,0.0,3.61
Imperial Community College District,UCI,4,0.0,3.52
Imperial Community College District,UCR,1,3.0,1.0
Imperial Community College District,UCR,2,0.75,1.0
Imperial Community College District,UCR,3,0.57,1.0
Imperial Community College District,UCR,4,0.45,0.98
Kern Community College District,UCD,1,5.0,2.0
Kern Community College District,UCD,2,4.25,1.88
Kern Community College District,UCD,3,3.75,1.82
Kern Community College District,UCD,4,3.43,1.82
Kern Community College District,UCM,1,7.0,0.0
Kern Community College District,UCM,2,3.25,0.0
Kern Community College District,UCM,3,1.68,0.0
Kern Community College District,UCM,4,0.86,0.0
Kern Community College District,UCSD,1,4.0,3.0
Kern Community College District,UCSD,2,1.38,3.0
Kern Community College District,UCSD,3,0.57,3.0
Kern Community College District,UCSD,4,0.25,3.0
Kern Community College District,UCSB,1,6.0,1.0
Kern Community College District,UCSB,2,2.88,0.88
Kern Community College District,UCSB,3,1.64,0.82
Kern Community College District,UCSB,4,0.96,0.82
Kern Community College District,UCLA,1,6.0,0.0
Kern Community College District,UCLA,2,2.5,0.0
Kern Community College District,UCLA,3,1.14,0.0
Kern Community College District,UCLA,4,0.5,0.0
Kern Community College District,UCB,1,5.0,0.0
Kern Community College District,UCB,2,2.0,0.0
Kern Community College District,UCB,3,0.93,0.0
Kern Community College District,UCB,4,0.43,0.0
Kern Community College District,UCSC,1,5.0,0.0
Kern Community College District,UCSC,2,2.5,0.0
Kern Community College District,UCSC,3,1.75,0.0
Kern Community College District,UCSC,4,1.43,0.0
Kern Community College District,UCI,1,2.0,4.0
Kern Community College District,UCI,2,0.25,3.62
Kern Community College District,UCI,3,0.0,3.36
Kern Community College District,UCI,4,0.0,3.18
Kern Community College District,UCR,1,4.0,0.0
Kern Community College District,UCR,2,1.5,0.0
Kern Community College District,UCR,3,0.75,0.0
Kern Community College District,UCR,4,0.43,0.0
Lake Tahoe Community College District,UCD,1,3.0,5.0
Lake Tahoe Community College District,UCD,2,0.38,5.0
Lake Tahoe Community College District,UCD,3,0.11,5.0
Lake Tahoe Community College District,UCD,4,0.02,5.0
Lake Tahoe Community College District,UCM,1,9.0,0.0
Lake Tahoe Community College District,UCM,2,4.0,0.0
Lake Tahoe Community College District,UCM,3,2.14,0.0
Lake Tahoe Community College District,UCM,4,1.05,0.0
Lake Tahoe Community College District,UCSD,1,6.0,1.0
Lake Tahoe Community College District,UCSD,2,2.25,1.0
Lake Tahoe Community College District,UCSD,3,1.14,1.0
Lake Tahoe Community College District,UCSD,4,0.5,1.0
Lake Tahoe Community College District,UCSB,1,4.0,3.0
Lake Tahoe Community College District,UCSB,2,1.12,3.0
Lake Tahoe Community College District,UCSB,3,0.57,3.0
Lake Tahoe Community College District,UCSB,4,0.25,3.0
Lake Tahoe Community College District,UCLA,1,6.0,1.0
Lake Tahoe Community College District,UCLA,2,2.12,1.0
Lake Tahoe Community College District,UCLA,3,1.04,1.0
Lake Tahoe Community College District,UCLA,4,0.45,1.0
Lake Tahoe Community College District,UCB,1,6.0,0.0
Lake Tahoe Community College District,UCB,2,2.12,0.0
Lake Tahoe Community College District,UCB,3,1.04,0.0
Lake Tahoe Community College District,UCB,4,0.45,0.0
Lake Tahoe Community College District,UCSC,1,4.0,2.0
Lake Tahoe Community College District,UCSC,2,0.88,2.0
Lake Tahoe Community College District,UCSC,3,0.32,2.0
Lake Tahoe Community College District,UCSC,4,0.09,2.0
Lake Tahoe Community College District,UCI,1,5.0,1.0
Lake Tahoe Community College District,UCI,2,1.88,1.0
Lake Tahoe Community College District,UCI,3,1.11,1.0
Lake Tahoe Community College District,UCI,4,0.61,1.0
Lake Tahoe Community College District,UCR,1,6.0,0.0
Lake Tahoe Community College District,UCR,2,2.25,0.0
Lake Tahoe Community College District,UCR,3,1.21,0.0
Lake Tahoe Community College District,UCR,4,0.62,0.0
Lassen Community College District,UCD,1,2.0,6.0
Lassen Community College District,UCD,2,0.0,6.0
Lassen Community College District,UCD,3,0.0,6.0
Lassen Community College District,UCD,4,0.0,6.0
Lassen Community College District,UCM,1,2.0,4.0
Lassen Community College District,UCM,2,0.0,4.0
Lassen Community College District,UCM,3,0.0,4.0
Lassen Community College District,UCM,4,0.0,4.0
Lassen Community College District,UCSD,1,2.0,5.0
Lassen Community College District,UCSD,2,0.0,4.88
Lassen Community College District,UCSD,3,0.0,4.75
Lassen Community College District,UCSD,4,0.0,4.62
Lassen Community College District,UCSB,1,2.0,5.0
Lassen Community College District,UCSB,2,0.0,5.0
Lassen Community College District,UCSB,3,0.0,5.0
Lassen Community College District,UCSB,4,0.0,5.0
Lassen Community College District,UCLA,1,2.0,5.0
Lassen Community College District,UCLA,2,0.0,5.0
Lassen Community College District,UCLA,3,0.0,5.0
Lassen Community College District,UCLA,4,0.0,5.0
Lassen Community College District,UCB,1,2.0,2.0
Lassen Community College District,UCB,2,0.0,2.0
Lassen Community College District,UCB,3,0.0,2.0
Lassen Community College District,UCB,4,0.0,2.0
Lassen Community College District,UCSC,1,2.0,3.0
Lassen Community College District,UCSC,2,0.0,2.88
Lassen Community College District,UCSC,3,0.0,2.75
Lassen Community College District,UCSC,4,0.0,2.62
Lassen Community College District,UCI,1,2.0,4.0
Lassen Community College District,UCI,2,0.0,4.0
Lassen Community College District,UCI,3,0.0,4.0
Lassen Community College District,UCI,4,0.0,4.0
Lassen Community College District,UCR,1,2.0,2.0
Lassen Community College District,UCR,2,0.0,2.0
Lassen Community College District,UCR,3,0.0,2.0
Lassen Community College District,UCR,4,0.0,2.0
Long Beach Community College District,UCD,1,7.0,1.0
Long Beach Community College District,UCD,2,3.12,1.0
Long Beach Community College District,UCD,3,2.07,1.0
Long Beach Community College District,UCD,4,1.52,1.0
Long Beach Community College District,UCM,1,6.0,0.0
Long Beach Community College District,UCM,2,2.0,0.0
Long Beach Community College District,UCM,3,0.89,0.0
Long Beach Community College District,UCM,4,0.34,0.0
Long Beach Community College District,UCSD,1,5.0,2.0
Long Beach Community College District,UCSD,2,1.62,2.0
Long Beach Community College District,UCSD,3,0.79,2.0
Long Beach Community College District,UCSD,4,0.32,2.0
Long Beach Community College District,UCSB,1,7.0,0.0
Long Beach Community College District,UCSB,2,2.75,0.0
Long Beach Community College District,UCSB,3,1.43,0.0
Long Beach Community College District,UCSB,4,0.7,0.0
Long Beach Community College District,UCLA,1,6.0,0.0
Long Beach Community College District,UCLA,2,1.88,0.0
Long Beach Community College District,UCLA,3,0.75,0.0
Long Beach Community College District,UCLA,4,0.23,0.0
Long Beach Community College District,UCB,1,4.0,0.0
Long Beach Community College District,UCB,2,1.0,0.0
Long Beach Community College District,UCB,3,0.43,0.0
Long Beach Community College District,UCB,4,0.14,0.0
Long Beach Community College District,UCSC,1,4.0,1.0
Long Beach Community College District,UCSC,2,1.38,1.0
Long Beach Community College District,UCSC,3,0.89,1.0
Long Beach Community College District,UCSC,4,0.54,1.0
Long Beach Community College District,UCI,1,4.0,1.0
Long Beach Community College District,UCI,2,0.88,1.0
Long Beach Community College District,UCI,3,0.32,1.0
Long Beach Community College District,UCI,4,0.09,1.0
Long Beach Community College District,UCR,1,4.0,0.0
Long Beach Community College District,UCR,2,0.88,0.0
Long Beach Community College District,UCR,3,0.32,0.0
Long Beach Community College District,UCR,4,0.09,0.0
Los Angeles Community College District,UCD,1,8.0,0.0
Los Angeles Community College District,UCD,2,4.88,0.0
Los Angeles Community College District,UCD,3,3.79,0.11
Los Angeles Community College District,UCD,4,3.2,0.2
Los Angeles Community College District,UCM,1,7.0,0.0
Los Angeles Community College District,UCM,2,2.62,0.0
Los Angeles Community College District,UCM,3,1.29,0.0
Los Angeles Community College District,UCM,4,0.61,0.02
Los Angeles Community College District,UCSD,1,7.0,0.0
Los Angeles Community College District,UCSD,2,2.5,0.0
Los Angeles Community College District,UCSD,3,1.14,0.0
Los Angeles Community College District,UCSD,4,0.52,0.0
Los Angeles Community College District,UCSB,1,7.0,0.0
Los Angeles Community College District,UCSB,2,2.75,0.0
Los Angeles Community College District,UCSB,3,1.39,0.0
Los Angeles Community College District,UCSB,4,0.71,0.0
Los Angeles Community College District,UCLA,1,6.0,0.0
Los Angeles Community College District,UCLA,2,2.25,0.0
Los Angeles Community College District,UCLA,3,1.11,0.0
Los Angeles Community College District,UCLA,4,0.52,0.0
Los Angeles Community College District,UCB,1,5.0,0.0
Los Angeles Community College District,UCB,2,1.75,0.0
Los Angeles Community College District,UCB,3,0.79,0.0
Los Angeles Community College District,UCB,4,0.32,0.0
Los Angeles Community College District,UCSC,1,5.0,0.0
Los Angeles Community College District,UCSC,2,2.0,0.0
Los Angeles Community College District,UCSC,3,1.32,0.0
Los Angeles Community College District,UCSC,4,1.0,0.02
Los Angeles Community College District,UCI,1,3.0,1.0
Los Angeles Community College District,UCI,2,1.0,0.62
Los Angeles Community College District,UCI,3,0.86,0.43
Los Angeles Community College District,UCI,4,0.8,0.34
Los Angeles Community College District,UCR,1,4.0,0.0
Los Angeles Community College District,UCR,2,1.25,0.0
Los Angeles Community College District,UCR,3,0.82,0.0
Los Angeles Community College District,UCR,4,0.68,0.0
Los Rios Community College District,UCD,1,8.0,0.0
Los Rios Community College District,UCD,2,3.62,0.12
Los Rios Community College District,UCD,3,2.25,0.21
Los Rios Community College District,UCD,4,1.45,0.27
Los Rios Community College District,UCM,1,7.0,0.0
Los Rios Community College District,UCM,2,2.5,0.0
Los Rios Community College District,UCM,3,1.18,0.0
Los Rios Community College District,UCM,4,0.54,0.0
Los Rios Community College District,UCSD,1,7.0,0.0
Los Rios Community College District,UCSD,2,2.88,0.0
Los Rios Community College District,UCSD,3,1.75,0.0
Los Rios Community College District,UCSD,4,1.23,0.0
Los Rios Community College District,UCSB,1,7.0,0.0
Los Rios Community College District,UCSB,2,2.62,0.0
Los Rios Community College District,UCSB,3,1.32,0.0
Los Rios Community College District,UCSB,4,0.64,0.0
Los Rios Community College District,UCLA,1,6.0,0.0
Los Rios Community College District,UCLA,2,2.0,0.0
Los Rios Community College District,UCLA,3,0.89,0.0
Los Rios Community College District,UCLA,4,0.34,0.0
Los Rios Community College District,UCB,1,5.0,0.0
Los Rios Community College District,UCB,2,1.62,0.0
Los Rios Community College District,UCB,3,0.79,0.0
Los Rios Community College District,UCB,4,0.32,0.0
Los Rios Community College District,UCSC,1,5.0,0.0
Los Rios Community College District,UCSC,2,1.88,0.12
Los Rios Community College District,UCSC,3,1.21,0.21
Los Rios Community College District,UCSC,4,0.82,0.27
Los Rios Community College District,UCI,1,4.0,0.0
Los Rios Community College District,UCI,2,1.0,0.25
Los Rios Community College District,UCI,3,0.54,0.46
Los Rios Community College District,UCI,4,0.32,0.64
Los Rios Community College District,UCR,1,4.0,0.0
Los Rios Community College District,UCR,2,1.12,0.0
Los Rios Community College District,UCR,3,0.64,0.0
Los Rios Community College District,UCR,4,0.38,0.0
Marin Community College District,UCD,1,7.0,0.0
Marin Community College District,UCD,2,3.12,0.0
Marin Community College District,UCD,3,1.89,0.07
Marin Community College District,UCD,4,1.12,0.02
Marin Community College District,UCM,1,6.0,0.0
Marin Community College District,UCM,2,2.25,0.0
Marin Community College District,UCM,3,1.14,0.07
Marin Community College District,UCM,4,0.5,0.02
Marin Community College District,UCSD,1,6.0,1.0
Marin Community College District,UCSD,2,2.75,1.0
Marin Community College District,UCSD,3,1.93,1.07
Marin Community College District,UCSD,4,1.43,1.0
Marin Community College District,UCSB,1,6.0,0.0
Marin Community College District,UCSB,2,2.25,0.0
Marin Community College District,UCSB,3,1.14,0.04
Marin Community College District,UCSB,4,0.5,0.02
Marin Community College District,UCLA,1,5.0,0.0
Marin Community College District,UCLA,2,1.88,0.0
Marin Community College District,UCLA,3,1.07,0.04
Marin Community College District,UCLA,4,0.54,0.0
Marin Community College District,UCB,1,4.0,0.0
Marin Community College District,UCB,2,1.25,0.0
Marin Community College District,UCB,3,0.71,0.07
Marin Community College District,UCB,4,0.36,0.0
Marin Community College District,UCSC,1,5.0,0.0
Marin Community College District,UCSC,2,2.0,0.0
Marin Community College District,UCSC,3,1.32,0.04
Marin Community College District,UCSC,4,0.88,0.0
Marin Community College District,UCI,1,4.0,1.0
Marin Community College District,UCI,2,1.12,0.75
Marin Community College District,UCI,3,0.57,0.96
Marin Community College District,UCI,4,0.25,0.96
Marin Community College District,UCR,1,4.0,0.0
Marin Community College District,UCR,2,1.12,0.0
Marin Community College District,UCR,3,0.57,0.07
Marin Community College District,UCR,4,0.25,0.02
Mendocino-Lake Community College District,UCD,1,5.0,3.0
Mendocino-Lake Community College District,UCD,2,2.25,3.0
Mendocino-Lake Community College District,UCD,3,1.75,3.0
Mendocino-Lake Community College District,UCD,4,1.43,3.0
Mendocino-Lake Community College District,UCM,1,7.0,0.0
Mendocino-Lake Community College District,UCM,2,3.12,0.0
Mendocino-Lake Community College District,UCM,3,1.86,0.0
Mendocino-Lake Community College District,UCM,4,1.04,0.0
Mendocino-Lake Community College District,UCSD,1,5.0,2.0
Mendocino-Lake Community College District,UCSD,2,1.75,1.88
Mendocino-Lake Community College District,UCSD,3,0.96,1.75
Mendocino-Lake Community College District,UCSD,4,0.5,1.62
Mendocino-Lake Community College District,UCSB,1,5.0,2.0
Mendocino-Lake Community College District,UCSB,2,2.12,2.0
Mendocino-Lake Community College District,UCSB,3,1.57,2.0
Mendocino-Lake Community College District,UCSB,4,1.25,2.0
Mendocino-Lake Community College District,UCLA,1,5.0,1.0
Mendocino-Lake Community College District,UCLA,2,1.62,1.0
Mendocino-Lake Community College District,UCLA,3,0.79,1.0
Mendocino-Lake Community College District,UCLA,4,0.32,1.0
Mendocino-Lake Community College District,UCB,1,5.0,0.0
Mendocino-Lake Community College District,UCB,2,1.62,0.0
Mendocino-Lake Community College District,UCB,3,0.79,0.0
Mendocino-Lake Community College District,UCB,4,0.32,0.0
Mendocino-Lake Community College District,UCSC,1,2.0,3.0
Mendocino-Lake Community College District,UCSC,2,0.0,2.88
Mendocino-Lake Community College District,UCSC,3,0.0,2.75
Mendocino-Lake Community College District,UCSC,4,0.0,2.62
Mendocino-Lake Community College District,UCI,1,2.0,4.0
Mendocino-Lake Community College District,UCI,2,0.0,4.0
Mendocino-Lake Community College District,UCI,3,0.0,4.0
Mendocino-Lake Community College District,UCI,4,0.0,4.0
Mendocino-Lake Community College District,UCR,1,4.0,0.0
Mendocino-Lake Community College District,UCR,2,1.5,0.0
Mendocino-Lake Community College District,UCR,3,1.07,0.0
Mendocino-Lake Community College District,UCR,4,0.71,0.0
Merced Community College District,UCD,1,6.0,1.0
Merced Community College District,UCD,2,2.62,1.0
Merced Community College District,UCD,3,1.68,1.0
Merced Community College District,UCD,4,1.05,1.0
Merced Community College District,UCM,1,6.0,0.0
Merced Community College District,UCM,2,2.5,0.0
Merced Community College District,UCM,3,1.5,0.0
Merced Community College District,UCM,4,0.88,0.0
Merced Community College District,UCSD,1,5.0,2.0
Merced Community College District,UCSD,2,2.0,2.0
Merced Community College District,UCSD,3,1.25,2.0
Merced Community College District,UCSD,4,0.71,2.0
Merced Community College District,UCSB,1,5.0,1.0
Merced Community College District,UCSB,2,1.75,1.0
Merced Community College District,UCSB,3,0.93,1.0
Merced Community College District,UCSB,4,0.43,1.0
Merced Community College District,UCLA,1,5.0,1.0
Merced Community College District,UCLA,2,2.0,1.0
Merced Community College District,UCLA,3,1.25,1.0
Merced Community College District,UCLA,4,0.71,1.0
Merced Community College District,UCB,1,5.0,0.0
Merced Community College District,UCB,2,2.0,0.0
Merced Community College District,UCB,3,1.25,0.0
Merced Community College District,UCB,4,0.71,0.0
Merced Community College District,UCSC,1,5.0,0.0
Merced Community College District,UCSC,2,2.12,0.0
Merced Community College District,UCSC,3,1.46,0.0
Merced Community College District,UCSC,4,0.98,0.0
