scenario_id,district_index,district,region,unit_system,reachable_count,reachable_codes,portfolio_mask,portfolio_size,portfolio_codes,status,course_status,prerequisite_status,schedule_status,role_attribution_status,course_result_quality,schedule_result_quality,distinct_courses,major_course_count,prerequisite_course_count,colleges_used,semester_equiv_units,min_terms,lower_bound_terms,upper_bound_terms,academic_years,exact_only_overlap_savings_courses,bounded_sensitivity_overlap_savings_courses,computation_elapsed_ms
40:194,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,194,3,UCR|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,14,13,1,1,48,5,5,5,2.5,13,13,340
40:196,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,196,3,UCB|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,17,2,1,68,5,5,5,2.5,,10,6009
40:224,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,224,3,UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,14,1,1,47,5,5,5,2.5,10,10,161
40:262,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,262,3,UCR|UCB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,13,2,1,59,5,5,5,2.5,,15,6043
40:290,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,290,3,UCR|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,1,54,5,5,5,2.5,,12,6005
40:292,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,292,3,UCB|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,14,3,1,64,5,5,5,2.5,,11,6009
40:322,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,322,3,UCR|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,56,5,5,5,2.5,,16,5462
40:324,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,324,3,UCB|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,16,0,1,61,5,5,5,2.5,,17,6006
40:352,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,352,3,UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,17,17,0,1,60,5,5,5,2.5,,12,4025
40:386,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,386,3,UCR|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,16,1,1,59,5,5,5,2.5,,11,6010
40:388,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,388,3,UCB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,16,2,1,67,5,5,5,2.5,,12,6010
40:416,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,416,3,UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,17,2,1,64,5,5,5,2.5,,7,6007
40:448,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,448,3,UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,17,17,0,1,59,5,5,5,2.5,,14,1959
40:102,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,102,4,UCR|UCB|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,18,1,1,69,5,5,5,2.5,,16,6007
40:166,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,166,4,UCR|UCB|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,19,2,1,73,5,5,5,2.5,,11,6019
40:198,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,198,4,UCR|UCB|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,18,0,1,66,5,5,5,2.5,,19,6007
40:226,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,226,4,UCR|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,16,15,1,1,52,5,5,5,2.5,17,17,128
40:228,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,228,4,UCB|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,22,20,2,1,76,6,6,6,3,,13,6011
40:294,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,294,4,UCR|UCB|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,15,2,1,64,5,5,5,2.5,,19,6026
40:326,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,326,4,UCR|UCB|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,16,0,1,62,5,5,5,2.5,,25,6008
40:354,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,354,4,UCR|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,17,17,0,1,60,5,5,5,2.5,,20,3774
40:356,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,356,4,UCB|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,18,0,1,66,5,5,5,2.5,,21,6013
40:390,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,390,4,UCR|UCB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,17,1,1,67,5,5,5,2.5,,20,6029
40:418,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,418,4,UCR|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,17,1,1,64,5,5,5,2.5,,16,6016
40:420,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,420,4,UCB|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,18,3,1,73,5,5,5,2.5,,15,6015
40:450,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,450,4,UCR|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,17,17,0,1,60,5,5,5,2.5,,22,1330
40:452,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,452,4,UCB|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,18,18,0,1,65,5,5,5,2.5,,23,4914
40:480,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,480,4,UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,19,0,1,64,5,5,5,2.5,,18,6010
40:230,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,230,5,UCR|UCB|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,22,20,2,1,76,6,6,6,3,,21,6025
40:358,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,358,5,UCR|UCB|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,18,0,1,66,5,5,5,2.5,,29,6011
40:422,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,422,5,UCR|UCB|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,19,2,1,73,5,5,5,2.5,,23,6091
40:454,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,454,5,UCR|UCB|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,18,0,1,66,5,5,5,2.5,,31,6053
40:482,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,482,5,UCR|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,19,19,0,1,64,5,5,5,2.5,,26,5102
40:484,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,484,5,UCB|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,20,1,1,73,5,5,5,2.5,,26,6054
40:486,40,Pasadena Area Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,486,6,UCR|UCB|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,20,0,1,70,5,5,5,2.5,,35,6038
41:2,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,2,1,UCR,bounded,bounded,complete,optimal,optimal,bounded,bounded,7,7,0,2,32,3,3,3,1.5,,0,6071
41:4,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,4,1,UCB,bounded,bounded,complete,optimal,optimal,bounded,bounded,10,10,0,2,44,5,5,5,2.5,,0,6216
41:8,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,8,1,UCD,optimal,optimal,complete,optimal,optimal,exact,exact,11,8,3,2,47,4,4,4,2,0,0,1366
41:32,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,32,1,UCI,optimal,optimal,complete,optimal,optimal,exact,exact,5,5,0,1,19,2,2,2,1,0,0,78
41:64,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,64,1,UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,9,7,2,2,38,5,5,5,2.5,0,0,1289
41:128,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,128,1,UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,5,2,1,30,3,3,3,1.5,0,0,681
41:256,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,256,1,UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,11,1,1,50,5,5,5,2.5,,0,6015
41:6,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,6,2,UCR|UCB,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,12,7,3,81,6,6,6,3,,-2,6037
41:10,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,10,2,UCR|UCD,optimal,optimal,complete,optimal,optimal,exact,exact,12,10,2,2,52,4,4,4,2,,6,1525
41:12,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,12,2,UCB|UCD,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,14,5,3,83,6,6,6,3,,2,6014
41:34,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,34,2,UCR|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,7,7,0,2,32,3,3,3,1.5,,5,1265
41:36,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,36,2,UCB|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,13,4,2,72,5,5,5,2.5,,-2,6047
41:40,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,40,2,UCD|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,11,10,1,2,47,4,4,4,2,5,5,388
41:66,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,66,2,UCR|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,43,5,5,5,2.5,,6,2690
41:68,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,68,2,UCB|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,13,4,3,74,5,5,5,2.5,,2,6011
41:72,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,72,2,UCD|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,12,9,3,2,50,5,5,5,2.5,8,8,1056
41:96,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,96,2,UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,9,8,1,2,38,5,5,5,2.5,5,5,1658
41:130,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,130,2,UCR|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,2,35,3,3,3,1.5,,6,1492
41:132,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,132,2,UCB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,13,4,3,73,5,5,5,2.5,,0,6017
41:136,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,136,2,UCD|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,8,3,2,47,4,4,4,2,7,7,143
41:160,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,160,2,UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,7,0,1,30,3,3,3,1.5,5,5,235
41:192,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,192,2,UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,8,2,2,42,5,5,5,2.5,6,6,1038
41:258,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,258,2,UCR|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,1,50,5,5,5,2.5,,7,6009
41:260,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,260,2,UCB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,12,2,2,59,5,5,5,2.5,,8,6029
41:264,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,264,2,UCD|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,14,2,2,67,5,5,5,2.5,,7,6012
41:288,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,288,2,UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,12,2,2,59,5,5,5,2.5,,3,6010
41:320,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,320,2,UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,13,3,2,67,5,5,5,2.5,,5,6011
41:384,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,384,2,UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,1,58,5,5,5,2.5,,5,6008
41:14,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,14,3,UCR|UCB|UCD,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,15,4,3,83,6,6,6,3,,9,6138
41:38,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,38,3,UCR|UCB|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,13,7,3,83,6,6,6,3,,2,6109
41:42,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,42,3,UCR|UCD|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,12,11,1,2,52,4,4,4,2,,11,1265
41:44,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,44,3,UCB|UCD|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,16,3,2,81,6,6,6,3,,7,6026
41:70,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,70,3,UCR|UCB|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,14,7,3,92,7,7,7,3.5,,5,6056
41:74,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,74,3,UCR|UCD|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,13,11,2,2,55,5,5,5,2.5,,14,1837
41:76,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,76,3,UCB|UCD|UCSB,bounded,bounded,complete,bounded,optimal,bounded,bounded,25,14,11,3,108,,8,8,,,5,6054
41:98,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,98,3,UCR|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,1,51,5,5,5,2.5,,9,6014
41:100,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,100,3,UCB|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,3,85,6,6,6,3,,4,6026
41:104,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,104,3,UCD|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,12,11,1,2,50,5,5,5,2.5,13,13,1105
41:134,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,134,3,UCR|UCB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,15,6,4,90,6,6,6,3,,3,6088
41:138,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,138,3,UCR|UCD|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,12,10,2,2,52,4,4,4,2,,13,968
41:140,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,140,3,UCB|UCD|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,14,5,2,81,6,6,6,3,,9,6023
41:162,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,162,3,UCR|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,2,35,3,3,3,1.5,,11,1372
41:164,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,164,3,UCB|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,15,4,3,80,6,6,6,3,,3,6029
41:168,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,168,3,UCD|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,10,1,2,47,4,4,4,2,12,12,358
41:194,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,194,3,UCR|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,2,47,5,5,5,2.5,,12,4268
41:196,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,196,3,UCB|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,14,5,3,82,6,6,6,3,,7,6025
41:200,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,200,3,UCD|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,12,9,3,2,50,5,5,5,2.5,15,15,624
41:224,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,224,3,UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,9,1,1,42,5,5,5,2.5,11,11,2209
41:262,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,262,3,UCR|UCB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,59,5,5,5,2.5,,15,6022
41:266,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,266,3,UCR|UCD|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,67,5,5,5,2.5,,14,6013
41:268,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,268,3,UCB|UCD|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,15,2,2,73,5,5,5,2.5,,16,6011
41:290,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,290,3,UCR|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,12,2,2,59,5,5,5,2.5,,10,6006
41:292,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,292,3,UCB|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,13,5,2,75,6,6,6,3,,9,6028
41:296,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,296,3,UCD|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,15,2,2,71,5,5,5,2.5,,11,6011
41:322,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,322,3,UCR|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,14,2,3,68,5,5,5,2.5,,12,6014
41:324,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,324,3,UCB|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,14,3,3,74,5,5,5,2.5,,14,6015
41:328,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,328,3,UCD|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,14,6,2,85,6,6,6,3,,12,6011
41:352,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,352,3,UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,14,3,3,72,5,5,5,2.5,,9,6009
41:386,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,386,3,UCR|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,1,58,5,5,5,2.5,,12,6009
41:388,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,388,3,UCB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,14,3,2,72,5,5,5,2.5,,12,6012
41:392,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,392,3,UCD|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,14,4,2,75,6,6,6,3,,12,6008
41:416,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,416,3,UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,14,2,2,67,5,5,5,2.5,,8,6007
41:448,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,448,3,UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,14,2,2,67,5,5,5,2.5,,12,6007
41:46,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,46,4,UCR|UCB|UCD|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,16,3,2,81,6,6,6,3,,14,6016
41:78,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,78,4,UCR|UCB|UCD|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,23,15,8,2,99,7,7,7,3.5,,14,6038
41:102,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,102,4,UCR|UCB|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,3,85,6,6,6,3,,11,6012
41:106,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,106,4,UCR|UCD|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,13,12,1,2,55,5,5,5,2.5,,19,1143
41:108,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,108,4,UCB|UCD|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,23,16,7,2,99,7,7,7,3.5,,12,6060
41:142,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,142,4,UCR|UCB|UCD|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,15,4,2,81,6,6,6,3,,16,6019
41:166,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,166,4,UCR|UCB|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,23,15,8,4,97,7,7,7,3.5,,6,6170
41:170,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,170,4,UCR|UCD|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,12,11,1,2,52,4,4,4,2,,18,760
41:172,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,172,4,UCB|UCD|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,16,3,2,81,6,6,6,3,,14,6015
41:198,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,198,4,UCR|UCB|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,15,4,3,82,6,6,6,3,,14,6009
41:202,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,202,4,UCR|UCD|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,13,11,2,2,55,5,5,5,2.5,,21,1264
41:204,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,204,4,UCB|UCD|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,23,14,9,2,99,7,7,7,3.5,,14,6035
41:226,41,Peralta Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,226,4,UCR|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,1,51,5,5,5,2.5,,16,6006
